Receipt,Date,Description,Client,Staff,Quantity,Amount,GST,PST,Staff2,Comstaff1,Comstaff2,TillCode,UNIKEY
39275,01/21/2026,Type 2 Haircut,ESKR01,JJ,1,125,6.25,10,,100,0,,
39275,01/21/2026,Moisture Replenishing Sh 200ml,ESKR01,JJ,1,32,1.6,2.56,,0,0,,
39276,01/21/2026,Root Touch-up,WEIA03,SARAH,1,90,4.5,7.2,,100,0,,
39277,01/21/2026,Type 1 Haircut,CHRB02,JJ,1,80,4,6.4,,100,0,,
39278,01/21/2026,Type 2 Haircut,MINA01,ASAMI,1,90,4.5,7.2,,100,0,,
39279,01/21/2026,Type 2 Haircut,WOOJ01,JJ,1,125,6.25,10,,100,0,,
39280,01/21/2026,Blowdry,PER*01,GUMI,1,60,3,4.8,,100,0,,
39280,01/21/2026,Partial Head highlights,PER*01,SARAH,1,130,6.5,10.4,,100,0,,
39280,01/21/2026,Additional colour,PER*01,SARAH,1,25,1.25,2,,100,0,,
39281,01/21/2026,Blowdry,GORS01,RYAN,1,60,3,4.8,,100,0,,
39282,01/21/2026,Type 2 Haircut,BROT01,JJ,1,125,6.25,10,,100,0,,
39283,01/21/2026,Type 2 Haircut,SCOJ01,ASAMI,1,90,4.5,7.2,,100,0,,
39284,01/21/2026,Blowdry,MILL03,SARAH,1,50,2.5,4,,100,0,,
39284,01/21/2026,Root Touch-up,MILL03,SARAH,1,90,4.5,7.2,,100,0,,
39285,01/21/2026,Type 2 Haircut,SIRM01,JJ,1,105,5.25,8.4,,100,0,,
39286,01/21/2026,Type 2 Haircut,JALJ01,ASAMI,1,90,4.5,7.2,,100,0,,
39287,01/21/2026,Additional colour,HKJH01,OLGA,1,25,1.25,2,,100,0,,
39287,01/21/2026,Toner Add-on,HKJH01,OLGA,1,50,2.5,4,,100,0,,
39287,01/21/2026,Type 2 Haircut,HKJH01,OLGA,1,90,4.5,7.2,,100,0,,
39287,01/21/2026,Root Touch-up,HKJH01,OLGA,1,90,4.5,7.2,,100,0,,
39287,01/21/2026,MK replenishing Sh 300ml,HKJH01,OLGA,1,30.32,1.516,2.4256,,0,0,,
39287,01/21/2026,MK replenishing Con 300ml,HKJH01,OLGA,1,30.32,1.516,2.4256,,0,0,,
39288,01/21/2026,Root Touch-up,LALM02,RYAN,1,90,4.5,7.2,,100,0,,
39289,01/21/2026,Type 2 Haircut,TAUL01,JJ,1,125,6.25,10,,100,0,,
39290,01/21/2026,Root Touch-up,HOOA01,GUMI,1,90,4.5,7.2,,100,0,,
39291,01/21/2026,Type 1 Haircut,BUNQ01,JJ,1,80,4,6.4,,100,0,,
39293,01/21/2026,Root Touch-up,RUTR01,RYAN,1,90,4.5,7.2,,100,0,,
39293,01/21/2026,Blowdry,RUTR01,RYAN,1,60,3,4.8,,100,0,,
39294,01/22/2026,Type 2 Haircut,HOUA02,ASAMI,1,90,4.5,7.2,,100,0,,
39295,01/22/2026,Type 2 Haircut,CHOK04,JJ,1,93.75,4.6875,7.5,,100,0,,
39296,01/22/2026,Type 2 Haircut,FOXS01,JJ,1,0,0,0,,100,0,,
39296,01/22/2026,Mibon Puff Finishing Paste 100,FOXS01,JJ,1,0,0,0,,0,0,,
39297,01/22/2026,Type 1 Haircut,WHYL01,JJ,1,80,4,6.4,,100,0,,
39298,01/22/2026,Type 1 Haircut,CHOS02,MAYUMI,1,55,2.75,4.4,,100,0,,
39299,01/22/2026,Type 2 Haircut,MOLA01,JJ,1,125,6.25,10,,100,0,,
39300,01/22/2026,Type 2 Haircut,YOOJ01,MAYUMI,1,90,4.5,7.2,,100,0,,
39301,01/22/2026,Color full color,COUJ01,SARAH,1,140,7,11.2,,100,0,,
39303,01/22/2026,Toner Add-on,LOPS01,JOANNE,1,50,2.5,4,,100,0,,
39303,01/22/2026,Partial Head highlights,LOPS01,JOANNE,1,150,7.5,12,,100,0,,
39303,01/22/2026,Type 2 Haircut,LOPS01,MAYUMI,1,90,4.5,7.2,,100,0,,
39303,01/22/2026,AG Tousled Texture 142g,LOPS01,MAYUMI,1,28.8,1.44,2.304,,0,0,,
39304,01/22/2026,Blowdry,FAL*01,ASAMI,1,55,2.75,4.4,,100,0,,
39304,01/22/2026,Accent High Lights(under 15foi,FAL*01,SARAH,1,100,5,8,,100,0,,
39304,01/22/2026,Toner Add-on,FAL*01,SARAH,1,50,2.5,4,,100,0,,
39304,01/22/2026,metal detox mask 250ml,FAL*01,ASAMI,1,49.5,2.475,3.96,,0,0,,
39306,01/22/2026,Type 2 Haircut,MELS01,JJ,1,125,6.25,10,,100,0,,
39307,01/22/2026,Toner Add-on,MATL01,SARAH,1,50,2.5,4,,100,0,,
39307,01/22/2026,Type 1 Haircut,MATL01,GUMI,1,65,3.25,5.2,,100,0,,
39307,01/22/2026,Milbon Treatment Add-on,MATL01,SARAH,1,65,3.25,5.2,,100,0,,
39307,01/22/2026,Root Touch-up,MATL01,SARAH,1,90,4.5,7.2,,100,0,,
39308,01/22/2026,Type 1 Haircut,SKAJ01,JJ,1,80,4,6.4,,100,0,,
39309,01/22/2026,Root Touch-up,MUIC02,JOANNE,1,90,4.5,7.2,,100,0,,
39309,01/22/2026,Partial Head highlights,MUIC02,JOANNE,1,150,7.5,12,,100,0,,
39309,01/22/2026,Type 1 Haircut,MUIC02,JJ,1,80,4,6.4,,100,0,,
39311,01/22/2026,Heat Tool Finish,BURK03,GUMI,1,10,0.5,0.8,,100,0,,
39311,01/22/2026,Blowdry,BURK03,GUMI,1,60,3,4.8,,100,0,,
39312,01/22/2026,Type 1 Haircut,CAPJ01,JJ,1,80,4,6.4,,100,0,,
39313,01/22/2026,Vivid Color,LAWM01,SARAH,1,100,5,8,,100,0,,
39314,01/22/2026,Type 2 Haircut,DONE03,JJ,1,125,6.25,10,,100,0,,
39315,01/22/2026,Type 1 Haircut,SHAA01,JJ,1,70,3.5,5.6,,100,0,,
39317,01/22/2026,Toner Add-on,WENR01,JOANNE,1,50,2.5,4,,100,0,,
39317,01/22/2026,Partial Head highlights,WENR01,JOANNE,1,150,7.5,12,,100,0,,
39317,01/22/2026,Toner Add-on,WENR01,JOANNE,1,50,2.5,4,,100,0,,
39318,01/22/2026,Partial Head highlights,KRAM01,SARAH,1,130,6.5,10.4,,100,0,,
39318,01/22/2026,Consultation,KRAM01,HOUSE,1,-130,-6.5,-10.4,,100,0,,
39322,01/22/2026,Metal Detox,OKTC01,MAYUMI,1,35,1.75,2.8,,100,0,,
39322,01/22/2026,Toner Add-on,OKTC01,MAYUMI,1,50,2.5,4,,100,0,,
39322,01/22/2026,full head highlights,OKTC01,MAYUMI,1,170,8.5,13.6,,100,0,,
39322,01/22/2026,Additional colour,OKTC01,MAYUMI,1,25,1.25,2,,100,0,,
39324,01/23/2026,Type 2 Haircut,THOC01,JJ,1,125,6.25,10,,100,0,,
39325,01/23/2026,Type 2 Haircut,WESH01,JJ,1,115,5.75,9.2,,100,0,,
39326,01/23/2026,Type 2 Haircut,FIJC01,RYAN,1,100,5,8,,100,0,,
39326,01/23/2026,Color full color,FIJC01,JOANNE,1,140,7,11.2,,100,0,,
39326,01/23/2026,PO weightless mousse 238g,FIJC01,RYAN,1,37.8,1.89,3.024,,0,0,,
39326,01/23/2026,Consultation,FIJC01,HOUSE,1,-277.8,-13.89,-22.224,,100,0,,
39327,01/23/2026,Root Touch-up,STOB03,JOANNE,1,90,4.5,7.2,,100,0,,
39327,01/23/2026,Additional colour,STOB03,JOANNE,1,15,0.75,1.2,,100,0,,
39327,01/23/2026,Antifrizz shamoo 200ml,STOB03,JOANNE,1,36,1.8,2.88,,0,0,,
39328,01/23/2026,Root Touch-up,MONV01,OLGA,1,90,4.5,7.2,,100,0,,
39332,01/23/2026,Blowdry,TAYB01,GUMI,1,60,3,4.8,,100,0,,
39333,01/23/2026,Type 2 Haircut,BELJ01,JJ,1,125,6.25,10,,100,0,,
39334,01/23/2026,Root Touch-up,PHIJ01,OLGA,1,90,4.5,7.2,,100,0,,
39334,01/23/2026,TA siren waves 150ml,PHIJ01,OLGA,1,33.3,1.665,2.664,,0,0,,
39335,01/23/2026,Root Touch-up,AUCB02,SARAH,1,90,4.5,7.2,,100,0,,
39335,01/23/2026,Blowdry,AUCB02,JJ,1,70,3.5,5.6,,100,0,,
39335,01/23/2026,Toner Add-on,AUCB02,SARAH,1,50,2.5,4,,100,0,,
39335,01/23/2026,Balayage Touch-up,AUCB02,SARAH,1,190,9.5,15.2,,100,0,,
39337,01/23/2026,Blowdry,DANC01,GUMI,1,60,3,4.8,,100,0,,
39337,01/23/2026,Root Touch-up,DANC01,SARAH,1,90,4.5,7.2,,100,0,,
39339,01/23/2026,Blowdry,LAVL01,OLGA,1,55,2.75,4.4,,100,0,,
39340,01/23/2026,Type 1 Haircut,FINW01,RYAN,1,60,3,4.8,,100,0,,
39341,01/23/2026,Type 2 Haircut,PAGC01,MAYUMI,1,90,4.5,7.2,,100,0,,
39341,01/23/2026,Toner Add-on,PAGC01,MAYUMI,1,50,2.5,4,,100,0,,
39341,01/23/2026,Partial Head highlights,PAGC01,MAYUMI,1,130,6.5,10.4,,100,0,,
39342,01/23/2026,Type 1 Haircut,BARW01,JJ,1,80,4,6.4,,100,0,,
39342,01/23/2026,Type 1 Haircut,BARW02,JJ,1,80,4,6.4,,100,0,,
39343,01/23/2026,Type 2 Haircut,MCGR01,MAYUMI,1,90,4.5,7.2,,100,0,,
39343,01/23/2026,Root Touch-up,MCGR01,JOANNE,1,90,4.5,7.2,,100,0,,
39345,01/23/2026,Type 1 Haircut,MARB01,JJ,1,60,3,4.8,,100,0,,
39346,01/23/2026,Fringe cut,BEAM01,GUMI,1,20,1,1.6,,100,0,,
39346,01/23/2026,Fringe cut,BEAM01,RYAN,1,20,1,1.6,,100,0,,
39347,01/23/2026,Type 2 Haircut,WARC01,MAYUMI,1,90,4.5,7.2,,100,0,,
39348,01/23/2026,Toner Add-on,IRES01,OLGA,1,50,2.5,4,,100,0,,
39348,01/23/2026,full head highlights,IRES01,OLGA,1,170,8.5,13.6,,100,0,,
39348,01/23/2026,Metal Detox,IRES01,OLGA,1,35,1.75,2.8,,100,0,,
39349,01/23/2026,Type 2 Haircut,SHIJ01,JJ,1,125,6.25,10,,100,0,,
39350,01/23/2026,Fringe cut,CUT*01,GUMI,1,20,1,1.6,,100,0,,
39351,01/23/2026,Blowdry,ALIP01,MAYUMI,1,55,2.75,4.4,,100,0,,
39352,01/23/2026,Type 2 Haircut,CODM01,JJ,1,125,6.25,10,,100,0,,
39352,01/23/2026,Toner Add-on,CODM01,SARAH,1,50,2.5,4,,100,0,,
39352,01/23/2026,Partial Head highlights,CODM01,SARAH,1,130,6.5,10.4,,100,0,,
39353,01/23/2026,Root Touch-up,COLS01,OLGA,1,90,4.5,7.2,,100,0,,
39353,01/23/2026,Blowdry,COLS01,OLGA,1,55,2.75,4.4,,100,0,,
39354,01/24/2026,Type 1 Haircut,VOIA01,ASAMI,1,60,3,4.8,,100,0,,
39355,01/24/2026,Type 1 Haircut,TATS01,JJ,1,80,4,6.4,,100,0,,
39356,01/24/2026,Blowdry,WONM02,JJ,1,70,3.5,5.6,,100,0,,
39356,01/24/2026,BDB reimbursement by house,WONM02,HOUSE,1,-70,-3.5,-5.6,,100,0,,
39358,01/24/2026,Type 2 Haircut,CANL04,RYAN,1,100,5,8,,100,0,,
39358,01/24/2026,Consultation,CANL04,HOUSE,1,-100,-5,-8,,100,0,,
39359,01/24/2026,Type 1 Haircut,KEOJ01,ASAMI,1,60,3,4.8,,100,0,,
39360,01/24/2026,Additional colour,RIHM01,JOANNE,1,25,1.25,2,,100,0,,
39360,01/24/2026,Root Touch-up,RIHM01,JOANNE,1,90,4.5,7.2,,100,0,,
39360,01/24/2026,Blowdry,RIHM01,JJ,1,70,3.5,5.6,,100,0,,
39361,01/24/2026,Root Touch-up,GAVK01,OLGA,1,90,4.5,7.2,,100,0,,
39361,01/24/2026,MK Hydro Mist 75ml,GAVK01,OLGA,1,23.31,1.1655,1.8648,,0,0,,
39363,01/24/2026,Type 2 Haircut,HUDM01,JJ,1,125,6.25,10,,100,0,,
39363,01/24/2026,Color full color,HUDM01,JOANNE,1,140,7,11.2,,100,0,,
39363,01/24/2026,Additional colour,HUDM01,JOANNE,1,25,1.25,2,,100,0,,
39367,01/24/2026,Heat Tool Finish,UYUT01,RYAN,1,10,0.5,0.8,,100,0,,
39367,01/24/2026,Blowdry,LIM01,GUMI,1,60,3,4.8,,100,0,,
39367,01/24/2026,Heat Tool Finish,UYUT01,GUMI,1,10,0.5,0.8,,100,0,,
39367,01/24/2026,Blowdry,UYUT01,RYAN,1,60,3,4.8,,100,0,,
39368,01/24/2026,Type 2 Haircut,DONF01,ASAMI,1,90,4.5,7.2,,100,0,,
39368,01/24/2026,Type 1 Haircut,FELD01,GUMI,1,65,3.25,5.2,,100,0,,
39369,01/24/2026,Milbon Treatment Add-on,MORO01,OLGA,1,65,3.25,5.2,,100,0,,
39369,01/24/2026,Blowdry,MORO01,OLGA,1,55,2.75,4.4,,100,0,,
39369,01/24/2026,Toner Add-on,MORO01,OLGA,1,50,2.5,4,,100,0,,
39369,01/24/2026,Balayage Full,MORO01,OLGA,1,240,12,19.2,,100,0,,
39370,01/24/2026,Fringe cut,EMET01,ASAMI,1,20,1,1.6,,100,0,,
39371,01/24/2026,Blowdry,LIK01,MAYUMI,1,55,2.75,4.4,,100,0,,
39371,01/24/2026,Toner Add-on,LIK01,MAYUMI,1,50,2.5,4,,100,0,,
39371,01/24/2026,Balayage Full,LIK01,MAYUMI,1,240,12,19.2,,100,0,,
39373,01/24/2026,Blowdry,MOTL01,JJ,1,70,3.5,5.6,,100,0,,
39373,01/24/2026,TA beach waves 150ml,MOTL01,GUMI,1,33.3,1.665,2.664,,0,0,,
39374,01/24/2026,Root Touch-up,LEEO01,JOANNE,1,90,4.5,7.2,,100,0,,
39374,01/24/2026,Blowdry,LEEO01,RYAN,1,60,3,4.8,,100,0,,
39375,01/24/2026,Color full color,MARM01,JOANNE,1,140,7,11.2,,100,0,,
39376,01/24/2026,Color full color,TRAS02,JOANNE,1,140,7,11.2,,100,0,,
39377,01/24/2026,Blowdry,HOLA02,JJ,1,55,2.75,4.4,,100,0,,
39378,01/24/2026,Type 2 Haircut,RICH01,ASAMI,1,90,4.5,7.2,,100,0,,
39379,01/24/2026,Root Touch-up,BAKN01,OLGA,1,90,4.5,7.2,,100,0,,
39379,01/24/2026,Fringe cut,BAKN01,JJ,1,0,0,0,,100,0,,
39380,01/24/2026,Type 2 Haircut,RUAD01,MAYUMI,1,90,4.5,7.2,,100,0,,
39381,01/24/2026,Type 1 Haircut,DAVA06,ASAMI,1,60,3,4.8,,100,0,,
39382,01/24/2026,Root Touch-up,HEAJ02,MAYUMI,1,90,4.5,7.2,,100,0,,
39382,01/24/2026,Type 1 Haircut,HEAJ02,JJ,1,80,4,6.4,,100,0,,
39383,01/24/2026,Root Touch-up,BECA02,OLGA,1,90,4.5,7.2,,100,0,,
39383,01/24/2026,Type 2 Haircut,BECA02,OLGA,1,90,4.5,7.2,,100,0,,
39384,01/24/2026,Type 2 Haircut,NICS01,JJ,1,105,5.25,8.4,,100,0,,
39385,01/24/2026,Moisture Replenishing Tre 200g,WALK_IN,OLGA,1,0,0,0,,0,0,,
39385,01/24/2026,Moisture Replenishing Sh 200ml,WALK_IN,OLGA,1,0,0,0,,0,0,,
39385,01/24/2026,misc retail,WALK_IN,HOUSE,1,0,0,0,,0,0,,
39386,01/27/2026,Type 2 Haircut,BAYB01,JJ,1,105,5.25,8.4,,100,0,,
39388,01/27/2026,Type 1 Haircut,MANL01,GUMI,1,65,3.25,5.2,,100,0,,
39388,01/27/2026,Consultation,MANL01,HOUSE,1,-65,-3.25,-5.2,,100,0,,
39389,01/27/2026,Type 2 Haircut,FERY01,RYAN,1,100,5,8,,100,0,,
39390,01/27/2026,Type 2 Haircut,ONOS01,OLGA,1,90,4.5,7.2,,100,0,,
39391,01/27/2026,Type 2 Haircut,PALC02,JJ,1,125,6.25,10,,100,0,,
39392,01/27/2026,Type 1 Haircut,ZIMJ01,JJ,1,80,4,6.4,,100,0,,
39394,01/27/2026,Root Touch-up,SHEM04,OLGA,1,90,4.5,7.2,,100,0,,
39395,01/27/2026,Type 2 Haircut,BERH01,JJ,1,125,6.25,10,,100,0,,
39395,01/27/2026,Satin Texturizing Cream3 60g,BERH01,JJ,1,36,1.8,2.88,,0,0,,
39396,01/27/2026,Type 1 Haircut,MASR02,MAYUMI,1,55,2.75,4.4,,100,0,,
39397,01/27/2026,Type 2 Haircut,LITJ01,OLGA,1,90,4.5,7.2,,100,0,,
39397,01/27/2026,Root Touch-up,LITJ01,OLGA,1,90,4.5,7.2,,100,0,,
39398,01/27/2026,Type 2 Haircut,LEUA01,JJ,1,120,6,9.6,,100,0,,
39399,01/27/2026,Type 1 Haircut,WRI*01,ASAMI,1,60,3,4.8,,100,0,,
39400,01/27/2026,Type 2 Haircut,IRES01,JJ,1,125,6.25,10,,100,0,,
39400,01/27/2026,Milbon Treatment Add-on,IRES01,OLGA,1,65,3.25,5.2,,100,0,,
39401,01/27/2026,Root Touch-up,FELC01,JOANNE,1,90,4.5,7.2,,100,0,,
39401,01/27/2026,Blowdry,FELC01,ASAMI,1,55,2.75,4.4,,100,0,,
39402,01/27/2026,Type 1 Haircut,OWED01,JJ,1,80,4,6.4,,100,0,,
39403,01/27/2026,Blowdry,ASIM01,GUMI,1,60,3,4.8,,100,0,,
39403,01/27/2026,Toner/gloss Stand Alone,ASIM01,MAYUMI,1,85,4.25,6.8,,100,0,,
39404,01/27/2026,Blowdry,BRAN03,OLGA,1,55,2.75,4.4,,100,0,,
39404,01/27/2026,Consultation,BRAN03,HOUSE,1,-55,-2.75,-4.4,,100,0,,
39406,01/27/2026,Type 1 Haircut,VANV01,JJ,1,80,4,6.4,,100,0,,
39407,01/27/2026,Blowdry,WITA02,MAYUMI,1,55,2.75,4.4,,100,0,,
39407,01/27/2026,Root Touch-up,WITA02,MAYUMI,1,90,4.5,7.2,,100,0,,
39408,01/27/2026,Blowdry,ALIP01,ASAMI,1,55,2.75,4.4,,100,0,,
39409,01/27/2026,Type 1 Haircut,YOUS02,JJ,1,80,4,6.4,,100,0,,
39410,01/28/2026,Type 2 Haircut,KENF01,JJ,1,125,6.25,10,,100,0,,
39411,01/28/2026,Type 1 Haircut,TAYR01,JJ,1,80,4,6.4,,100,0,,
39412,01/28/2026,Toner Add-on,AENS01,SARAH,1,50,2.5,4,,100,0,,
39412,01/28/2026,full head highlights,AENS01,SARAH,1,170,8.5,13.6,,100,0,,
39412,01/28/2026,Consultation,AENS01,HOUSE,1,-200,-10,-16,,100,0,,
39413,01/28/2026,Type 1 Haircut,DHIJ01,ASAMI,1,60,3,4.8,,100,0,,
39414,01/28/2026,Type 2 Haircut,JASA01,JJ,1,125,6.25,10,,100,0,,
39416,01/28/2026,MD leave-in Anti-Matal Mois100,WALK_IN,ASAMI,1,40.5,2.025,3.24,,0,0,,
39417,01/28/2026,Type 1 Haircut,LEHJ01,JJ,1,70,3.5,5.6,,100,0,,
39418,01/28/2026,Additional colour,ROSM02,OLGA,1,25,1.25,2,,100,0,,
39418,01/28/2026,Root Touch-up,ROSM02,OLGA,1,90,4.5,7.2,,100,0,,
39419,01/28/2026,Type 2 Haircut,OZID01,JJ,1,125,6.25,10,,100,0,,
39420,01/28/2026,Blowdry,DRIE01,ASAMI,1,55,2.75,4.4,,100,0,,
39420,01/28/2026,BDB reimbursement by house,DRIE01,HOUSE,1,-55,-2.75,-4.4,,100,0,,
39421,01/28/2026,full head highlights,BREH01,JOANNE,1,190,9.5,15.2,,100,0,,
39421,01/28/2026,Type 1 Haircut,BREH01,JJ,1,80,4,6.4,,100,0,,
39422,01/28/2026,Type 2 Haircut,CHEE02,OLGA,1,90,4.5,7.2,,100,0,,
39422,01/28/2026,Color full color,CHEE02,OLGA,1,140,7,11.2,,100,0,,
39422,01/28/2026,Milbon Treatment Add-on,CHEE02,OLGA,1,65,3.25,5.2,,100,0,,
39424,01/28/2026,Type 2 Haircut,KARC01,GUMI,1,100,5,8,,100,0,,
39426,01/28/2026,Consultation,KARC01,GUMI,1,0,0,0,,100,0,,
39426,01/28/2026,Molding Waz3 100g,KARC01,GUMI,1,36,1.8,2.88,,0,0,,
39427,01/28/2026,Type 2 Haircut,KIMH01,JJ,1,125,6.25,10,,100,0,,
39428,01/28/2026,Type 2 Haircut,STED07,JJ,1,125,6.25,10,,100,0,,
39429,01/28/2026,Root Touch-up,COLJ02,RYAN,1,90,4.5,7.2,,100,0,,
39430,01/28/2026,Type 1 Haircut,REND02,ASAMI,1,60,3,4.8,,100,0,,
39431,01/28/2026,Type 1 Haircut,LYNG01,JJ,1,70,3.5,5.6,,100,0,,
39432,01/28/2026,Toner Add-on,GROJ03,OLGA,1,50,2.5,4,,100,0,,
39432,01/28/2026,Partial Head highlights,GROJ03,OLGA,1,130,6.5,10.4,,100,0,,
39432,01/28/2026,Metal Detox,GROJ03,OLGA,1,35,1.75,2.8,,100,0,,
39433,01/28/2026,Toner/gloss Stand Alone,ROCT01,GUMI,1,85,4.25,6.8,,100,0,,
39435,01/28/2026,Type 2 Haircut,KALA01,JJ,1,125,6.25,10,,100,0,,
39436,01/28/2026,Type 2 Haircut,KRUY01,OLGA,1,90,4.5,7.2,,100,0,,
39441,01/29/2026,Type 1 Haircut,BERI01,JJ,1,80,4,6.4,,100,0,,
39442,01/29/2026,Type 1 Haircut,NICP01,MAYUMI,1,55,2.75,4.4,,100,0,,
39444,01/29/2026,Type 2 Haircut,KOOM01,JJ,1,125,6.25,10,,100,0,,
39447,01/29/2026,Blowdry,REC*01,GUMI,1,60,3,4.8,,100,0,,
39450,01/29/2026,Type 1 Haircut,STOV01,JJ,1,80,4,6.4,,100,0,,
39451,01/29/2026,Type 2 Haircut,BANR01,JJ,1,125,6.25,10,,100,0,,
39452,01/29/2026,Type 2 Haircut,ROSD01,JJ,1,125,6.25,10,,100,0,,
39455,01/29/2026,Type 1 Haircut,RADA01,GUMI,1,65,3.25,5.2,,100,0,,
39456,01/29/2026,Type 2 Haircut,WARG01,JJ,1,125,6.25,10,,100,0,,
39456,01/29/2026,Smooth Oil fine 120ml,WARG01,JJ,1,44.8,2.24,3.584,,0,0,,
39457,01/29/2026,Type 1 Haircut,GILM01,JJ,1,80,4,6.4,,100,0,,
39457,01/29/2026,SA dermo regulator sh500ml,GILM01,JJ,1,44,2.2,3.52,,0,0,,
39458,01/29/2026,Root Touch-up,MCGD01,JOANNE,1,90,4.5,7.2,,100,0,,
39458,01/29/2026,Type 2 Haircut,MCGD01,ASAMI,1,90,4.5,7.2,,100,0,,
39458,01/29/2026,Toner Add-on,MCGD01,JOANNE,1,50,2.5,4,,100,0,,
39458,01/29/2026,full head highlights,MCGD01,JOANNE,1,190,9.5,15.2,,100,0,,
39459,01/29/2026,Additional colour,KITG02,MAYUMI,1,25,1.25,2,,100,0,,
39459,01/29/2026,Toner Add-on,KITG02,MAYUMI,1,50,2.5,4,,100,0,,
39459,01/29/2026,Additional colour,KITG02,MAYUMI,1,25,1.25,2,,100,0,,
39459,01/29/2026,full head highlights,KITG02,MAYUMI,1,170,8.5,13.6,,100,0,,
39460,01/29/2026,Blowdry,DUNA01,MAYUMI,1,55,2.75,4.4,,100,0,,
39460,01/29/2026,Root Touch-up,DUNA01,SARAH,1,90,4.5,7.2,,100,0,,
39464,01/29/2026,Type 2 Haircut,VAUD01,JJ,1,125,6.25,10,,100,0,,
39465,01/29/2026,Type 1 Haircut,MAUD01,JJ,1,80,4,6.4,,100,0,,
39466,01/29/2026,Type 2 Haircut,SWAA01,MAYUMI,1,90,4.5,7.2,,100,0,,
39468,01/29/2026,Fringe cut,POSM01,ASAMI,1,20,1,1.6,,100,0,,
39469,01/29/2026,Blowdry,PANJ01,ASAMI,1,55,2.75,4.4,,100,0,,
39470,01/29/2026,Blowdry,PICE01,GUMI,1,60,3,4.8,,100,0,,
39471,01/29/2026,Type 1 Haircut,LIMB01,JJ,1,80,4,6.4,,100,0,,
39472,01/29/2026,Blowdry,MCMJ01,MAYUMI,1,55,2.75,4.4,,100,0,,
39472,01/29/2026,Olaplex,MCMJ01,SARAH,1,35,1.75,2.8,,100,0,,
39472,01/29/2026,Root Touch-up(Bleach/HighLift),MCMJ01,SARAH,1,100,5,8,,100,0,,
39472,01/29/2026,Toner Add-on,MCMJ01,SARAH,1,50,2.5,4,,100,0,,
39473,01/29/2026,Root Touch-up,BLAB02,JOANNE,1,90,4.5,7.2,,100,0,,
39474,01/29/2026,Type 1 Haircut,SINT01,JJ,1,80,4,6.4,,100,0,,
39475,01/29/2026,Blowdry,COAJ01,MAYUMI,1,55,2.75,4.4,,100,0,,
39475,01/29/2026,Root Touch-up,COAJ01,JOANNE,1,90,4.5,7.2,,100,0,,
39476,01/29/2026,Olaplex,SAUS01,SARAH,1,35,1.75,2.8,,100,0,,
39476,01/29/2026,Toner Add-on,SAUS01,SARAH,1,50,2.5,4,,100,0,,
39476,01/29/2026,Type 2 Haircut,SAUS01,SARAH,1,90,4.5,7.2,,100,0,,
39476,01/29/2026,Root Touch-up(Bleach/HighLift),SAUS01,SARAH,1,100,5,8,,100,0,,
39477,01/29/2026,Type 2 Haircut,NEL*01,JJ,1,125,6.25,10,,100,0,,
39478,01/30/2026,Type 2 Haircut,LAMA02,JJ,1,125,6.25,10,,100,0,,
39479,01/30/2026,Type 1 Haircut,KITR01,JJ,1,80,4,6.4,,100,0,,
39480,01/30/2026,Type 2 Haircut,GAGC01,JJ,1,125,6.25,10,,100,0,,
39481,01/30/2026,Fringe cut,SHIG01,JJ,1,20,1,1.6,,100,0,,
39482,01/30/2026,Root Touch-up,MURA03,JOANNE,1,90,4.5,7.2,,100,0,,
39483,01/30/2026,Type 1 Haircut,SLEA01,JJ,1,70,3.5,5.6,,100,0,,
39485,01/30/2026,Type 2 Haircut,ARRM01,JJ,1,125,6.25,10,,100,0,,
39485,01/30/2026,Milbon Treatment Add-on,ARRM01,OLGA,1,65,3.25,5.2,,100,0,,
39485,01/30/2026,Root Touch-up,ARRM01,OLGA,1,90,4.5,7.2,,100,0,,
39486,01/30/2026,Toner Add-on,WILK03,MAYUMI,1,50,2.5,4,,100,0,,
39486,01/30/2026,Blowdry,WILK03,MAYUMI,1,55,2.75,4.4,,100,0,,
39486,01/30/2026,Additional colour,WILK03,MAYUMI,1,25,1.25,2,,100,0,,
39486,01/30/2026,Olaplex,WILK03,MAYUMI,1,35,1.75,2.8,,100,0,,
39486,01/30/2026,Balayage Touch-up,WILK03,MAYUMI,1,190,9.5,15.2,,100,0,,
39486,01/30/2026,Consultation,WILK03,HOUSE,1,-145,-7.25,-11.6,,100,0,,
39487,01/30/2026,Accent High Lights(under 15foi,SCHP01,JOANNE,1,120,6,9.6,,100,0,,
39487,01/30/2026,Fringe cut,SCHP01,JJ,1,20,1,1.6,,100,0,,
39487,01/30/2026,Root Touch-up,SCHP01,JOANNE,1,90,4.5,7.2,,100,0,,
39488,01/30/2026,Type 2 Haircut,STEA03,JJ,1,125,6.25,10,,100,0,,
39489,01/30/2026,Type 2 Haircut,STOA02,OLGA,1,90,4.5,7.2,,100,0,,
39490,01/30/2026,Root Touch-up,WALK02,RYAN,1,90,4.5,7.2,,100,0,,
39490,01/30/2026,Blowdry,WALK02,RYAN,1,60,3,4.8,,100,0,,
39491,01/30/2026,Toner/gloss Stand Alone,MEZ*01,JOANNE,1,85,4.25,6.8,,100,0,,
39493,01/30/2026,Blowdry,CHAJ04,MAYUMI,1,55,2.75,4.4,,100,0,,
39494,01/30/2026,Type 2+ Haircut,ALIP01,JJ,1,150,7.5,12,,100,0,,
