Receipt,Date,Description,Client,Staff,Quantity,Amount,GST,PST,Staff2,Comstaff1,Comstaff2,TillCode,UNIKEY
33719,05/08/2025,Type 1 Haircut,WONA02,ASAMI,1,40,2,3.2,,100,0,,
33719,05/08/2025,Consultation,WONA02,HOUSE,1,-40,-2,-3.2,,100,0,,
33721,05/08/2025,Type 2 Haircut,WHYS01,ANTONELLA,1,100,5,8,,100,0,,
33722,05/08/2025,Fringe cut,TAHF01,MAYUMI,1,20,1,1.6,,100,0,,
33724,05/08/2025,Type 2 Haircut,ROWP01,BECKY,1,100,5,8,,100,0,,
33725,05/08/2025,Blowdry,LUSI01,ANTONELLA,1,60,3,4.8,,100,0,,
33726,05/08/2025,Type 2 Haircut,ABSD01,ASAMI,1,90,4.5,7.2,,100,0,,
33727,05/08/2025,Type 1 Haircut,REIM01,JJ,1,80,4,6.4,,100,0,,
33728,05/08/2025,Additional colour,SAFS02,MAYUMI,1,25,1.25,2,,100,0,,
33728,05/08/2025,Root Touch-up,SAFS02,MAYUMI,1,90,4.5,7.2,,100,0,,
33728,05/08/2025,Blowdry,SAFS02,MAYUMI,1,55,2.75,4.4,,100,0,,
33729,05/08/2025,Type 1 Haircut,GERD01,ANTONELLA,1,80,4,6.4,,100,0,,
33729,05/08/2025,camo color,GERD01,ANTONELLA,1,50,2.5,4,,100,0,,
33730,05/08/2025,camo color,STOA01,JJ,1,37.5,1.875,3,,100,0,,
33730,05/08/2025,Type 1 Haircut,STOA01,JJ,1,0,0,0,,100,0,,
33736,05/08/2025,Type 1 Haircut,FLAD01,BECKY,1,65,3.25,5.2,,100,0,,
33737,05/08/2025,Type 2 Haircut,KENS02,ANTONELLA,1,100,5,8,,100,0,,
33738,05/08/2025,Blowdry,WHEV01,ANTONELLA,1,60,3,4.8,,100,0,,
33739,05/08/2025,Type 1 Haircut,GALD01,JJ,1,80,4,6.4,,100,0,,
33739,05/08/2025,misc retail,GALD01,JJ,1,44.8,2.24,3.584,,0,0,,
33740,05/08/2025,Blowdry,HENF01,MAYUMI,1,55,2.75,4.4,,100,0,,
33740,05/08/2025,Root Touch-up,HENF01,JOANNE,1,90,4.5,7.2,,100,0,,
33740,05/08/2025,Additional colour,HENF01,JOANNE,1,25,1.25,2,,100,0,,
33741,05/08/2025,Consultation,HENF01,JOANNE,1,0,0,0,,100,0,,
33741,05/08/2025,misc retail,HENF01,JJ,1,35.12,1.756,2.8096,,0,0,,
33742,05/08/2025,Blowdry,GOOL02,ASAMI,1,55,2.75,4.4,,100,0,,
33744,05/08/2025,Toner Add-on,PARO01,SARAH,1,50,2.5,4,,100,0,,
33744,05/08/2025,Partial Head highlights,PARO01,SARAH,1,130,6.5,10.4,,100,0,,
33744,05/08/2025,Root Touch-up,PARO01,SARAH,1,90,4.5,7.2,,100,0,,
33744,05/08/2025,misc retail,PARO01,SARAH,1,4.8,0.24,0.384,,0,0,,
33745,05/08/2025,Blowdry,BERF01,ASAMI,1,55,2.75,4.4,,100,0,,
33745,05/08/2025,Root Touch-up,BERF01,JOANNE,1,90,4.5,7.2,,100,0,,
33746,05/08/2025,Type 1 Haircut,VOIA01,ANTONELLA,1,80,4,6.4,,100,0,,
33747,05/08/2025,Type 2 Haircut,FLAS01,BECKY,1,100,5,8,,100,0,,
33747,05/08/2025,Color full color,FLAS01,JOANNE,1,140,7,11.2,,100,0,,
33747,05/08/2025,Olivia Garden 25mm,FLAS01,BECKY,1,22.38,1.119,1.7904,,0,0,,
33749,05/08/2025,Type 2 Haircut,AAAA01,JJ,1,125,6.25,10,,100,0,,
33750,05/08/2025,Type 2 Haircut,PLEJ01,ANTONELLA,1,100,5,8,,100,0,,
33751,05/08/2025,Blowdry,CHAJ04,MAYUMI,1,55,2.75,4.4,,100,0,,
33753,05/08/2025,Additional colour,BENC01,JOANNE,1,25,1.25,2,,100,0,,
33753,05/08/2025,Root Touch-up,BENC01,JOANNE,1,90,4.5,7.2,,100,0,,
33754,05/08/2025,Root Touch-up,GORS05,SARAH,1,90,4.5,7.2,,100,0,,
33754,05/08/2025,Type 2 Haircut,GORS05,BECKY,1,100,5,8,,100,0,,
33755,05/08/2025,Blowdry,REND03,RYAN,1,40,2,3.2,,100,0,,
33756,05/08/2025,Type 2 Haircut,SILR03,JJ,1,125,6.25,10,,100,0,,
33757,05/08/2025,Olaplex,MCMJ01,SARAH,1,35,1.75,2.8,,100,0,,
33757,05/08/2025,Toner Add-on,MCMJ01,SARAH,1,50,2.5,4,,100,0,,
33757,05/08/2025,Type 2 Haircut,MCMJ01,ANTONELLA,1,100,5,8,,100,0,,
33757,05/08/2025,Root Touch-up(Bleach/HighLift),MCMJ01,SARAH,1,100,5,8,,100,0,,
33758,05/08/2025,Type 2 Haircut,STED08,BECKY,1,100,5,8,,100,0,,
33761,05/08/2025,Type 2 Haircut,BODG01,MAYUMI,1,90,4.5,7.2,,100,0,,
33761,05/08/2025,Blowdry,BODA02,ASAMI,1,55,2.75,4.4,,100,0,,
33762,05/08/2025,Type 1 Haircut,ALID01,JJ,1,80,4,6.4,,100,0,,
33762,05/08/2025,Consultation,ALID01,HOUSE,1,-80,-4,-6.4,,100,0,,
33765,05/08/2025,Type 1 Haircut,FIND02,ANTONELLA,1,80,4,6.4,,100,0,,
33766,05/08/2025,Type 2 Haircut,CHAJ05,ASAMI,1,90,4.5,7.2,,100,0,,
33767,05/08/2025,Type 1 Haircut,EDWE01,ASAMI,1,60,3,4.8,,100,0,,
33768,05/08/2025,Type 2 Haircut,RAJR01,BECKY,1,100,5,8,,100,0,,
33769,05/08/2025,Type 2 Haircut,ALVJ01,JJ,1,125,6.25,10,,100,0,,
33772,05/08/2025,Root Touch-up,HEAJ02,MAYUMI,1,90,4.5,7.2,,100,0,,
33772,05/08/2025,Type 1 Haircut,HEAJ02,BECKY,1,65,3.25,5.2,,100,0,,
33773,05/08/2025,Root Touch-up,HEAM02,MAYUMI,1,90,4.5,7.2,,100,0,,
33773,05/08/2025,Type 1 Haircut,HEAM02,JJ,1,80,4,6.4,,100,0,,
33774,05/08/2025,Blowdry,SHAA12,BECKY,1,60,3,4.8,,100,0,,
33774,05/08/2025,Toner/gloss Stand Alone,SHAA12,JOANNE,1,85,4.25,6.8,,100,0,,
33775,05/08/2025,Toner/gloss Stand Alone,LOGA01,MAYUMI,1,85,4.25,6.8,,100,0,,
33776,05/08/2025,Type 2 Haircut,SACR01,BECKY,1,100,5,8,,100,0,,
33776,05/08/2025,SA Denser hair 90ml,SACR01,BECKY,1,50.77,2.5385,4.0616,,0,0,,
33777,05/08/2025,Balayage Touch-up,KIMY03,SARAH,1,190,9.5,15.2,,100,0,,
33777,05/08/2025,misc retail,KIMY03,SARAH,1,41.6,2.08,3.328,,0,0,,
33778,05/08/2025,Root Touch-up,MURA03,JOANNE,1,90,4.5,7.2,,100,0,,
33779,05/08/2025,Root Touch-up,LEBL01,SARAH,1,90,4.5,7.2,,100,0,,
33780,05/08/2025,Type 2 Haircut,WONM02,JJ,1,125,6.25,10,,100,0,,
33781,05/09/2025,Additional colour,STOB03,JOANNE,1,15,0.75,1.2,,100,0,,
33781,05/09/2025,Root Touch-up,STOB03,JOANNE,1,90,4.5,7.2,,100,0,,
33782,05/09/2025,Blowdry,COLG01,BECKY,1,60,3,4.8,,100,0,,
33783,05/09/2025,Type 2 Haircut,SARM01,JJ,1,93.75,4.6875,7.5,,100,0,,
33783,05/09/2025,misc retail,SARM01,JJ,1,29.6,1.48,2.368,,0,0,,
33784,05/09/2025,Type 1 Haircut,MARB01,JJ,1,60,3,4.8,,100,0,,
33784,05/09/2025,Type 2 Haircut,MARA08,MAYUMI,1,90,4.5,7.2,,100,0,,
33788,05/09/2025,Type 2 Haircut,WEAJ01,ANTONELLA,1,100,5,8,,100,0,,
33789,05/09/2025,Type 2 Haircut,KOLT02,BECKY,1,100,5,8,,100,0,,
33790,05/09/2025,Type 1 Haircut,MARA04,ANTONELLA,1,80,4,6.4,,100,0,,
33791,05/09/2025,misc retail,WALK_IN,ANTONELLA,1,32,1.6,2.56,,0,0,,
33791,05/09/2025,misc retail,WALK_IN,ANTONELLA,1,44.8,2.24,3.584,,0,0,,
33792,05/09/2025,Blowdry,LIBL01,RYAN,1,40,2,3.2,,100,0,,
33792,05/09/2025,Root Touch-up,LIBL01,OLGA,1,90,4.5,7.2,,100,0,,
33792,05/09/2025,Additional colour,LIBL01,OLGA,1,25,1.25,2,,100,0,,
33792,05/09/2025,Consultation,LIBL01,HOUSE,1,-40,-2,-3.2,,100,0,,
33793,05/09/2025,Type 1 Haircut,NICP01,BECKY,1,65,3.25,5.2,,100,0,,
33794,05/09/2025,Root Touch-up,PALA01,OLGA,1,90,4.5,7.2,,100,0,,
33794,05/09/2025,PO Hydrate sheer sh 250ml,PALA01,OLGA,1,36,1.8,2.88,,0,0,,
33795,05/09/2025,Partial Head highlights,KIRC01,JOANNE,1,150,7.5,12,,100,0,,
33795,05/09/2025,Toner Add-on,KIRC01,JOANNE,1,50,2.5,4,,100,0,,
33796,05/09/2025,Type 2 Haircut,EDGL01,JJ,1,125,6.25,10,,100,0,,
33797,05/09/2025,Type 2 Haircut,WARC01,MAYUMI,1,90,4.5,7.2,,100,0,,
33798,05/09/2025,Type 2 Haircut,BAYB01,BECKY,1,100,5,8,,100,0,,
33800,05/09/2025,Type 2 Haircut,MCM02,ANTONELLA,1,100,5,8,,100,0,,
33800,05/09/2025,Root Touch-up,MCM02,ANTONELLA,1,90,4.5,7.2,,100,0,,
33802,05/09/2025,Color full color,COWM01,OLGA,1,140,7,11.2,,100,0,,
33802,05/09/2025,Additional colour,COWM01,OLGA,1,25,1.25,2,,100,0,,
33803,05/09/2025,Type 2 Haircut,STOB02,JJ,1,125,6.25,10,,100,0,,
33804,05/09/2025,Blowdry,FISM01,RYAN,1,40,2,3.2,,100,0,,
33805,05/09/2025,Type 2 Haircut,BOTS02,ANTONELLA,1,100,5,8,,100,0,,
33805,05/09/2025,Root Touch-up,BOTS02,ANTONELLA,1,90,4.5,7.2,,100,0,,
33805,05/09/2025,misc retail,BOTS02,ANTONELLA,1,44.8,2.24,3.584,,0,0,,
33805,05/09/2025,misc retail,BOTS02,ANTONELLA,1,32,1.6,2.56,,0,0,,
33805,05/09/2025,misc retail,BOTS02,ANTONELLA,1,44.8,2.24,3.584,,0,0,,
33807,05/09/2025,Type 1 Haircut,SINA03,BECKY,1,65,3.25,5.2,,100,0,,
33808,05/09/2025,Blowdry,GOLG02,JJ,1,70,3.5,5.6,,100,0,,
33809,05/09/2025,Type 1 Haircut,GREJ01,JJ,1,80,4,6.4,,100,0,,
33809,05/09/2025,Partial Head highlights,GREJ01,JOANNE,1,150,7.5,12,,100,0,,
33809,05/09/2025,Toner Add-on,GREJ01,JOANNE,1,50,2.5,4,,100,0,,
33810,05/09/2025,Type 2 Haircut,BART02,ANTONELLA,1,100,5,8,,100,0,,
33810,05/09/2025,misc retail,BART02,ANTONELLA,1,38.4,1.92,3.072,,0,0,,
33811,05/09/2025,Blowdry,GRIF01,JJ,1,70,3.5,5.6,,100,0,,
33811,05/09/2025,Root Touch-up,GRIF01,JOANNE,1,90,4.5,7.2,,100,0,,
33812,05/09/2025,Blowdry,MISL01,BECKY,1,60,3,4.8,,100,0,,
33812,05/09/2025,additonal styling,MISL01,BECKY,1,15,0.75,1.2,,100,0,,
33813,05/09/2025,Type 2 Haircut,HOHK01,ANTONELLA,1,100,5,8,,100,0,,
33814,05/09/2025,Toner Add-on,CANJ01,MAYUMI,1,50,2.5,4,,100,0,,
33814,05/09/2025,full head highlights,CANJ01,MAYUMI,1,170,8.5,13.6,,100,0,,
33815,05/09/2025,Type 2 Haircut,LOCS02,BECKY,1,100,5,8,,100,0,,
33816,05/09/2025,misc retail,WALK_IN,MAYUMI,1,32,1.6,2.56,,0,0,,
33818,05/09/2025,Root Touch-up,HEAC01,JOANNE,1,90,4.5,7.2,,100,0,,
33818,05/09/2025,Accent High Lights(under 15foi,HEAC01,JOANNE,1,120,6,9.6,,100,0,,
33818,05/09/2025,Type 1 Haircut,HEAC01,JJ,1,80,4,6.4,,100,0,,
33819,05/09/2025,Blowdry,ALIP01,ANTONELLA,1,60,3,4.8,,100,0,,
33820,05/09/2025,Milbon Treatment Add-on,TALL01,OLGA,1,65,3.25,5.2,,100,0,,
33820,05/09/2025,Type 2 Haircut,TALL01,OLGA,1,90,4.5,7.2,,100,0,,
33820,05/09/2025,full head highlights,TALL01,OLGA,1,170,8.5,13.6,,100,0,,
33820,05/09/2025,Toner Add-on,TALL01,OLGA,1,50,2.5,4,,100,0,,
33820,05/09/2025,olaplex7 bonding oil 30ml,TALL01,OLGA,1,32.4,1.62,2.592,,0,0,,
33821,05/09/2025,Root Touch-up,CASH01,JOANNE,1,90,4.5,7.2,,100,0,,
33821,05/09/2025,Additional colour,CASH01,JOANNE,1,25,1.25,2,,100,0,,
33822,05/09/2025,Type 2 Haircut,BACD01,MAYUMI,1,90,4.5,7.2,,100,0,,
33823,05/09/2025,Type 1 Haircut,VENG01,JJ,1,75,3.75,6,,100,0,,
33990,05/10/2025,PO Smooth Perfection sh 250ml,WALK_IN,JJ,1,39.2,1.96,3.136,,0,0,,
33991,05/10/2025,Type 2 Haircut,MOBM01,MAYUMI,1,90,4.5,7.2,,100,0,,
33993,05/10/2025,PO hydrate sh  250ml,WALK_IN,JJ,1,36,1.8,2.88,,0,0,,
33994,05/10/2025,Root Touch-up,HOOA01,OLGA,1,90,4.5,7.2,,100,0,,
33994,05/10/2025,Additional colour,HOOA01,OLGA,1,25,1.25,2,,100,0,,
33995,05/10/2025,Type 2 Haircut,BARS05,JJ,1,105,5.25,8.4,,100,0,,
33996,05/10/2025,Type 2 Haircut,URDA01,MAYUMI,1,90,4.5,7.2,,100,0,,
33998,05/10/2025,Type 2 Haircut,SEAL01,ASAMI,1,90,4.5,7.2,,100,0,,
33998,05/10/2025,Root Touch-up,SEAL01,RYAN,1,90,4.5,7.2,,100,0,,
33999,05/10/2025,Blowdry,SEEK01,MAYUMI,1,55,2.75,4.4,,100,0,,
34000,05/10/2025,Type 2 Haircut,ROEF01,JJ,1,125,6.25,10,,100,0,,
34001,05/10/2025,Metal Detox,MATD02,OLGA,1,35,1.75,2.8,,100,0,,
34001,05/10/2025,Toner Add-on,MATD02,OLGA,1,50,2.5,4,,100,0,,
34001,05/10/2025,Additional colour,MATD02,OLGA,1,25,1.25,2,,100,0,,
34001,05/10/2025,full head highlights,MATD02,OLGA,1,170,8.5,13.6,,100,0,,
34001,05/10/2025,misc retail,MATD02,OLGA,1,20.72,1.036,1.6576,,0,0,,
34002,05/10/2025,Milbon Treatment Add-on,KIME01,SARAH,1,65,3.25,5.2,,100,0,,
34002,05/10/2025,Type 2 Haircut,KIME01,JJ,1,125,6.25,10,,100,0,,
34002,05/10/2025,Root Touch-up,KIME01,SARAH,1,90,4.5,7.2,,100,0,,
34002,05/10/2025,Toner Add-on,KIME01,SARAH,1,50,2.5,4,,100,0,,
34002,05/10/2025,Partial Head highlights,KIME01,SARAH,1,130,6.5,10.4,,100,0,,
34003,05/10/2025,Type 1 Haircut,FEA*01,ASAMI,1,60,3,4.8,,100,0,,
34004,05/10/2025,Blowdry,SILT01,JJ,1,70,3.5,5.6,,100,0,,
34004,05/10/2025,misc retail,SILT01,JJ,1,32,1.6,2.56,,0,0,,
34005,05/10/2025,Partial Head highlights,VILE01,SARAH,1,130,6.5,10.4,,100,0,,
34006,05/10/2025,Consultation,VILE01,SARAH,1,0,0,0,,100,0,,
34006,05/10/2025,misc retail,VILE01,SARAH,1,39.2,1.96,3.136,,0,0,,
34007,05/10/2025,Root Touch-up,TINA02,ASAMI,1,90,4.5,7.2,,100,0,,
34007,05/10/2025,Blowdry,TINA02,ASAMI,1,55,2.75,4.4,,100,0,,
34008,05/10/2025,Blowdry,ALIP01,JJ,1,0,0,0,,100,0,,
34009,05/10/2025,Blowdry,WITA02,SARAH,1,50,2.5,4,,100,0,,
34009,05/10/2025,Root Touch-up,WITA02,SARAH,1,90,4.5,7.2,,100,0,,
34010,05/10/2025,Type 1 Haircut,YANH01,ASAMI,1,50,2.5,4,,100,0,,
34011,05/10/2025,Type 1 Haircut,ALBB01,RYAN,1,45,2.25,3.6,,100,0,,
34012,05/10/2025,Type 2 Haircut,KONL01,OLGA,1,90,4.5,7.2,,100,0,,
34012,05/10/2025,Milbon Treatment Add-on,KONL01,OLGA,1,65,3.25,5.2,,100,0,,
34012,05/10/2025,misc retail,KONL01,OLGA,1,44.8,2.24,3.584,,0,0,,
34013,05/10/2025,Type 2 Haircut,GLOC01,JJ,1,125,6.25,10,,100,0,,
34014,05/10/2025,Toner Add-on,SURA01,MAYUMI,1,50,2.5,4,,100,0,,
34014,05/10/2025,Type 2 Haircut,SURA01,MAYUMI,1,90,4.5,7.2,,100,0,,
34014,05/10/2025,Additional colour,SURA01,MAYUMI,1,25,1.25,2,,100,0,,
34014,05/10/2025,full head highlights,SURA01,MAYUMI,1,170,8.5,13.6,,100,0,,
34015,05/10/2025,Type 1 Haircut,RABD01,ASAMI,1,60,3,4.8,,100,0,,
34016,05/10/2025,Accent High Lights(under 15foi,VANG01,SARAH,1,100,5,8,,100,0,,
34017,05/10/2025,Blowdry,HOLA02,JJ,1,55,2.75,4.4,,100,0,,
34018,05/10/2025,Type 2 Haircut,SHIJ04,ASAMI,1,90,4.5,7.2,,100,0,,
34019,05/10/2025,Blowdry,RIHM01,MAYUMI,1,55,2.75,4.4,,100,0,,
34020,05/10/2025,MK Hair Botox with home care,HKJH01,OLGA,1,400,20,32,,100,0,,
34096,05/03/2025,Blowdry,MCGF01,RYAN,1,40,2,3.2,,100,0,,
34096,05/03/2025,BDB reimbursement by house,MCGF01,HOUSE,1,-40,-2,-3.2,,100,0,,
34097,05/13/2025,Type 1 Haircut,BRAN01,BECKY,1,65,3.25,5.2,,100,0,,
34098,05/13/2025,Root Touch-up,STUM01,JOANNE,1,90,4.5,7.2,,100,0,,
34098,05/13/2025,Partial Head highlights,STUM01,JOANNE,1,140,7,11.2,,100,0,,
34099,05/13/2025,Root Touch-up,STOR01,OLGA,1,90,4.5,7.2,,100,0,,
34100,05/13/2025,Type 2 Haircut,WOOD01,JJ,1,125,6.25,10,,100,0,,
34101,05/13/2025,Blowdry,LAVL01,ANTONELLA,1,60,3,4.8,,100,0,,
34102,05/13/2025,Type 2 Haircut,WILS05,BECKY,1,100,5,8,,100,0,,
34102,05/13/2025,Consultation,WILS05,HOUSE,1,-100,-5,-8,,100,0,,
34103,05/13/2025,Type 2 Haircut,MURA04,MAYUMI,1,90,4.5,7.2,,100,0,,
34104,05/13/2025,Root Touch-up,ROGM01,SARAH,1,90,4.5,7.2,,100,0,,
34104,05/13/2025,Type 1 Haircut,ROGM01,JJ,1,40,2,3.2,,100,0,,
34105,05/13/2025,Blowdry,LUSI01,ANTONELLA,1,60,3,4.8,,100,0,,
34106,05/13/2025,Blowdry,CANM01,ASAMI,1,55,2.75,4.4,,100,0,,
34106,05/13/2025,Root Touch-up,CANM01,SARAH,1,90,4.5,7.2,,100,0,,
34106,05/13/2025,Type 2 Haircut,CANM01,JJ,1,125,6.25,10,,100,0,,
34106,05/13/2025,Blowdry,CANM01,JJ,1,-55,-2.75,-4.4,,100,0,,
34107,05/13/2025,Root Touch-up,CINK01,ANTONELLA,1,90,4.5,7.2,,100,0,,
34107,05/13/2025,Type 2 Haircut,CINK01,ANTONELLA,1,100,5,8,,100,0,,
34108,05/13/2025,Blowdry,COUJ01,BECKY,1,60,3,4.8,,100,0,,
34108,05/13/2025,Root Touch-up,COUJ01,SARAH,1,90,4.5,7.2,,100,0,,
34109,05/13/2025,Type 1 Haircut,FINW01,BECKY,1,65,3.25,5.2,,100,0,,
34110,05/13/2025,Root Touch-up,JACD01,SARAH,1,90,4.5,7.2,,100,0,,
34111,05/13/2025,Color full color,LEAJ01,JOANNE,1,140,7,11.2,,100,0,,
34111,05/13/2025,Blowdry,LEAJ01,BECKY,1,60,3,4.8,,100,0,,
34112,05/13/2025,Color full color,STOB02,JOANNE,1,140,7,11.2,,100,0,,
34112,05/13/2025,Smooth Oil fine 120ml,STOB02,JOANNE,1,44.8,2.24,3.584,,0,0,,
34113,05/13/2025,Toner Add-on,BARM02,OLGA,1,50,2.5,4,,100,0,,
34113,05/13/2025,Additional colour,BARM02,OLGA,1,25,1.25,2,,100,0,,
34113,05/13/2025,Type 2 Haircut,BARM02,MAYUMI,1,90,4.5,7.2,,100,0,,
34113,05/13/2025,Balayage Full,BARM02,OLGA,1,240,12,19.2,,100,0,,
34114,05/13/2025,Type 1 Haircut,MALM01,OLGA,1,55,2.75,4.4,,100,0,,
34115,05/13/2025,Type 1 Haircut,KRAM03,JJ,1,80,4,6.4,,100,0,,
34115,05/13/2025,SA Denser hair 90ml,KRAM03,HOUSE,1,0,0,0,,0,0,,
34115,05/13/2025,Consultation,KRAM03,HOUSE,1,-80,-4,-6.4,,100,0,,
34116,05/13/2025,Accent High Lights(under 15foi,KEOD01,ANTONELLA,1,100,5,8,,100,0,,
34116,05/13/2025,Milbon Treatment Add-on,KEOD01,ANTONELLA,1,65,3.25,5.2,,100,0,,
34116,05/13/2025,Blowdry,KEOD01,ANTONELLA,1,60,3,4.8,,100,0,,
34116,05/13/2025,Root Touch-up,KEOD01,ANTONELLA,1,90,4.5,7.2,,100,0,,
34117,05/13/2025,Type 2 Haircut,KAYS02,BECKY,1,100,5,8,,100,0,,
34117,05/13/2025,Repair Primer Coarse 120g,KAYS02,BECKY,1,44.8,2.24,3.584,,0,0,,
34118,05/13/2025,Type 2 Haircut,HEAD01,MAYUMI,1,90,4.5,7.2,,100,0,,
34119,05/13/2025,Type 1 Haircut,DANA01,ASAMI,1,60,3,4.8,,100,0,,
34121,05/13/2025,Type 2 Haircut,LYNC01,ANTONELLA,1,100,5,8,,100,0,,
34122,05/13/2025,Additional colour,ROSM02,OLGA,1,25,1.25,2,,100,0,,
34122,05/13/2025,Root Touch-up,ROSM02,OLGA,1,90,4.5,7.2,,100,0,,
34122,05/13/2025,misc retail,ROSM02,OLGA,1,47.92,2.396,3.8336,,0,0,,
34123,05/13/2025,Blowdry,WEEJ01,MAYUMI,1,55,2.75,4.4,,100,0,,
34124,05/13/2025,Toner Add-on,BORN01,JOANNE,1,50,2.5,4,,100,0,,
34124,05/13/2025,Partial Head highlights,BORN01,JOANNE,1,150,7.5,12,,100,0,,
34124,05/13/2025,Olaplex,BORN01,JOANNE,1,35,1.75,2.8,,100,0,,
34124,05/13/2025,Blowdry,BORN01,RYAN,1,40,2,3.2,,100,0,,
34125,05/13/2025,Blowdry,ALIP01,ANTONELLA,1,60,3,4.8,,100,0,,
34126,05/13/2025,Type 2 Haircut,MUIC02,JJ,1,125,6.25,10,,100,0,,
34127,05/13/2025,Type 2 Haircut,BRAN03,OLGA,1,90,4.5,7.2,,100,0,,
34127,05/13/2025,Olaplex,BRAN03,OLGA,1,35,1.75,2.8,,100,0,,
34127,05/13/2025,Color full color,BRAN03,OLGA,1,140,7,11.2,,100,0,,
34128,05/13/2025,Partial Head highlights,COLT01,JOANNE,1,150,7.5,12,,100,0,,
34129,05/13/2025,Blowdry,WONM02,JJ,1,70,3.5,5.6,,100,0,,
34129,05/13/2025,BDB reimbursement by house,WONM02,HOUSE,1,-70,-3.5,-5.6,,100,0,,
34130,05/13/2025,Root Touch-up,HUSC01,ASAMI,1,90,4.5,7.2,,100,0,,
34130,05/13/2025,Consultation,HUSC01,HOUSE,1,-90,-4.5,-7.2,,100,0,,
34131,05/13/2025,Type 2 Haircut,MACJ04,MAYUMI,1,90,4.5,7.2,,100,0,,
34133,05/13/2025,Type 1 Haircut,WEIJ02,JJ,1,80,4,6.4,,100,0,,
34134,05/14/2025,Blowdry,STER02,BECKY,1,60,3,4.8,,100,0,,
34137,05/14/2025,Type 1 Haircut,PELA01,JJ,1,80,4,6.4,,100,0,,
34138,05/14/2025,Type 1 Haircut,ZIMJ01,BECKY,1,65,3.25,5.2,,100,0,,
34139,05/14/2025,Blowdry,DANC01,ASAMI,1,55,2.75,4.4,,100,0,,
34139,05/14/2025,Root Touch-up,DANC01,SARAH,1,90,4.5,7.2,,100,0,,
34139,05/14/2025,Accent High Lights(under 15foi,DANC01,SARAH,1,100,5,8,,100,0,,
34140,05/14/2025,Toner Add-on,YOUK01,SARAH,1,50,2.5,4,,100,0,,
34140,05/14/2025,Hair extensions,YOUK01,SARAH,1,80,4,6.4,,100,0,,
34140,05/14/2025,full head highlights,YOUK01,SARAH,1,170,8.5,13.6,,100,0,,
34140,05/14/2025,Olaplex,YOUK01,SARAH,1,35,1.75,2.8,,100,0,,
34142,05/14/2025,Type 2 Haircut,FREK02,ASAMI,1,90,4.5,7.2,,100,0,,
34143,05/14/2025,Type 2 Haircut,LEEM03,ANTONELLA,1,100,5,8,,100,0,,
34145,05/14/2025,Toner Add-on,DOYN01,OLGA,1,50,2.5,4,,100,0,,
34145,05/14/2025,Partial Head highlights,DOYN01,OLGA,1,130,6.5,10.4,,100,0,,
34145,05/14/2025,Metal Detox,DOYN01,OLGA,1,35,1.75,2.8,,100,0,,
34146,05/14/2025,Toner Add-on,BRAS01,SARAH,1,50,2.5,4,,100,0,,
34146,05/14/2025,Accent High Lights(under 15foi,BRAS01,SARAH,1,100,5,8,,100,0,,
34146,05/14/2025,Type 2 Haircut,BRAS01,BECKY,1,100,5,8,,100,0,,
34146,05/14/2025,TA full vol extra 250ml,BRAS01,BECKY,1,37,1.85,2.96,,0,0,,
34147,05/14/2025,Blowdry,MCKJ03,ASAMI,1,55,2.75,4.4,,100,0,,
34148,05/14/2025,Type 2 Haircut,NOWT01,JJ,1,125,6.25,10,,100,0,,
34150,05/14/2025,Type 2 Haircut,BARH01,ANTONELLA,1,100,5,8,,100,0,,
34150,05/14/2025,PO hydrate sh  250ml,BARH01,ANTONELLA,1,40,2,3.2,,0,0,,
34150,05/14/2025,PO hydrate con 250ml,BARH01,ANTONELLA,1,40,2,3.2,,0,0,,
34151,05/14/2025,Root Touch-up,GALS01,OLGA,1,90,4.5,7.2,,100,0,,
34151,05/14/2025,Type 2 Haircut,GALS01,OLGA,1,90,4.5,7.2,,100,0,,
34152,05/14/2025,MK Hair Botox with home care,ARMT01,BECKY,1,400,20,32,,100,0,,
34152,05/14/2025,MK replenishing Sh 300ml,ARMT01,BECKY,1,0,0,0,,0,0,,
34152,05/14/2025,MK replenishing Con 300ml,ARMT01,BECKY,1,0,0,0,,0,0,,
34153,05/14/2025,Type 1 Haircut,CURA01,ANTONELLA,1,80,4,6.4,,100,0,,
34154,05/14/2025,Type 1 Haircut,STET01,ASAMI,1,60,3,4.8,,100,0,,
34155,05/14/2025,Type 2 Haircut,MOTL01,JJ,1,125,6.25,10,,100,0,,
34155,05/14/2025,TA beach waves 150ml,MOTL01,JJ,1,29.6,1.48,2.368,,0,0,,
34156,05/14/2025,Type 2 Haircut,OREI01,ANTONELLA,1,100,5,8,,100,0,,
34157,05/14/2025,Type 2 Haircut,LAMA02,JJ,1,125,6.25,10,,100,0,,
34157,05/14/2025,SA dermo regulator sh500ml,LAMA02,JJ,1,44,2.2,3.52,,0,0,,
34158,05/14/2025,Type 2 Haircut,RUSC01,BECKY,1,100,5,8,,100,0,,
34159,05/14/2025,Type 2 Haircut,TINA02,ASAMI,1,90,4.5,7.2,,100,0,,
34160,05/14/2025,Type 2 Haircut,DOWC01,ANTONELLA,1,100,5,8,,100,0,,
34160,05/14/2025,TA Bouncy and TEnder 150ml,DOWC01,ANTONELLA,1,29.6,1.48,2.368,,0,0,,
34161,05/14/2025,Type 1 Haircut,TAYN01,JJ,1,80,4,6.4,,100,0,,
